Symbol;Name;Market Capital;CEO;Employees;Headquarters;Founded;Industry;Source;Source Link
MS;Morgan Stanley Common Stock;202256516249.00;Edward Pick;;1585 Broadway New York, NY 10036 United States;;;CNBC;https://www.cnbc.com/quotes/MS
MS^A;Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A;;Edward Pick;;1585 Broadway New York, NY 10036 United States;;;CNBC;https://www.cnbc.com/quotes/MS
MS^E;Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E;;Edward Pick;;1585 Broadway New York, NY 10036 United States;;;CNBC;https://www.cnbc.com/quotes/MS
MS^F;Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag;;Edward Pick;;1585 Broadway New York, NY 10036 United States;;;CNBC;https://www.cnbc.com/quotes/MS
MS^I;Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum);;Edward Pick;;1585 Broadway New York, NY 10036 United States;;;CNBC;https://www.cnbc.com/quotes/MS
MS^K;Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K;;Edward Pick;;1585 Broadway New York, NY 10036 United States;;;CNBC;https://www.cnbc.com/quotes/MS
MS^L;Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L;;Edward Pick;;1585 Broadway New York, NY 10036 United States;;;CNBC;https://www.cnbc.com/quotes/MS
MS^O;Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O;;Edward Pick;;1585 Broadway New York, NY 10036 United States;;;CNBC;https://www.cnbc.com/quotes/MS
MS^P;Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.500% Non-Cumulative Preferred Stock Series P;;Edward Pick;;1585 Broadway New York, NY 10036 United States;;;CNBC;https://www.cnbc.com/quotes/MS
MS^Q;Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.625% Non-Cumulative Preferred Stock Series Q;;Edward Pick;;1585 Broadway New York, NY 10036 United States;;;CNBC;https://www.cnbc.com/quotes/MS
MSA;MSA Safety Incorporated Common Stock;6200504621.00;;;1000 Cranberry Woods Dr Cranberry Township, PA 16066-5207 United States;;;CNBC;https://www.cnbc.com/quotes/MSA
MSAI;MultiSensor AI Holdings Inc. Common Stock;27986141.00;;;2105 West Cardinal Drive Beaumont, TX 77705 United States;;;CNBC;https://www.cnbc.com/quotes/MSAI
MSAIW;MultiSensor AI Holdings Inc. Warrant;1504631.00;;;2105 West Cardinal Drive Beaumont, TX 77705 United States;;;CNBC;https://www.cnbc.com/quotes/MSAIW
MSB;Mesabi Trust Common Stock;336790657.00;;;C/O Deutsche Bank Trust Company Americas 1 Columbus Circle, 17Th Floor New York, NY 10019 United States;;;CNBC;https://www.cnbc.com/quotes/MSB
MSBI;Midland States Bancorp Inc. Common Stock;363183200.00;;;1201 Network Centre Drive Effingham, IL 62401 United States;;;CNBC;https://www.cnbc.com/quotes/MSBI
MSBIP;Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A;511281477.00;;;1201 Network Centre Drive Effingham, IL 62401 United States;;;CNBC;https://www.cnbc.com/quotes/MSBIP
MSC;Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares;606862411.00;;;36/F, The Centrium, 60 Wyndham Street, C Hong Kong;;;CNBC;https://www.cnbc.com/quotes/MSC
MSCI;MSCI Inc. Common Stock;43225133112.00;Henry Fernandez;;7 World Trade Center 250 Greenwich Street, 49th Floor New York, NY 10007 United States;;;CNBC;https://www.cnbc.com/quotes/MSCI
MSD;Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock;0.00;;;1585 BROADWAY New York, NY 10036 United States;;;CNBC;https://www.cnbc.com/quotes/MSD
MSDL;Morgan Stanley Direct Lending Fund Common Stock;0.00;;;1585 Broadway New York, NY 10036 United States;;;CNBC;https://www.cnbc.com/quotes/MSDL
MSEX;Middlesex Water Company Common Stock;1025034182.00;;;1500 Ronson Rd P O Box 1500 Iselin, NJ 08830 United States;;;CNBC;https://www.cnbc.com/quotes/MSEX
MSFT;Microsoft Corporation Common Stock;3345982597146.00;Satya Nadella;;One Microsoft Way Redmond, WA 98052-6399 United States;;;CNBC;https://www.cnbc.com/quotes/MSFT
MSGE;Madison Square Garden Entertainment Corp. Class A Common Stock;1734657810.00;James Dolan;;Two Pennsylvania Plaza New York, NY 10121 United States;;;CNBC;https://www.cnbc.com/quotes/MSGE
MSGM;Motorsport Games Inc. Class A Common Stock;17104212.00;Stephen Hood;;5972 Ne 4Th Avenue Miami, FL 33137 United States;;;CNBC;https://www.cnbc.com/quotes/MSGM
MSGS;Madison Square Garden Sports Corp. Class A Common Stock (New);4580639151.00;James Dolan;;Two Pennsylvania Plaza New York, NY 10121 United States;;;CNBC;https://www.cnbc.com/quotes/MSGS
MSI;Motorola Solutions Inc. Common Stock;69924369031.00;Gregory Brown;;500 W. Monroe St. Chicago, IL 60661 United States;;;CNBC;https://www.cnbc.com/quotes/MSI
MSIF;MSC Income Fund Inc. Common Stock;721377956.00;Dwayne Hyzak CPA;;1300 Post Oak Boulevard, 8Th Floor Houston, TX 77056 United States;;;CNBC;https://www.cnbc.com/quotes/MSIF
MSM;MSC Industrial Direct Company Inc. Common Stock;4384181468.00;;;515 Broadhollow Road Melville, NY 11747 United States;;;CNBC;https://www.cnbc.com/quotes/MSM
MSN;Emerson Radio Corporation Common Stock;8627487.00;Christopher Ho;;959 Route 46 East, Suite 210 Parsippany, NJ 07054 United States;;;CNBC;https://www.cnbc.com/quotes/MSN
MSPR;MSP Recovery Inc. Class A Common Stock;12200626.00;John Ruiz;;3150 Sw 38Th Avenue, Suite 1100 Miami, FL 33146 United States;;;CNBC;https://www.cnbc.com/quotes/MSPR
MSPRW;MSP Recovery Inc. Warrant;17312.00;John Ruiz;;3150 Sw 38Th Avenue, Suite 1100 Miami, FL 33146 United States;;;CNBC;https://www.cnbc.com/quotes/MSPRW
MSPRZ;MSP Recovery Inc. Warrant;134372.00;John Ruiz;;3150 Sw 38Th Avenue, Suite 1100 Miami, FL 33146 United States;;;CNBC;https://www.cnbc.com/quotes/MSPRZ
MSS;Maison Solutions Inc. Class A Common Stock;18512986.00;John Xu;;127 N Garfield Ave Monterey Park, CA 91754 United States;;;CNBC;https://www.cnbc.com/quotes/MSS
MSTR;MicroStrategy Incorporated Common Stock Class A;101025254492.00;;;1850 TOWERS CRESCENT PLAZA Tysons Corner, VA 22182 United States;;;CNBC;https://www.cnbc.com/quotes/MSTR
MSW;Ming Shing Group Holdings Limited Ordinary Shares;59626650.00;Chi Ming Lam;;8/F, Cheong Tai Factory Building 16 Tai Yau Street, San Po Kong, Kowloon Hong Kong;;;CNBC;https://www.cnbc.com/quotes/MSW
MT;Arcelor Mittal NY Registry Shares NEW;23333075444.00;;;24-26 Boulevard d'Avranches Luxembourg 1160 Luxembourg;;;CNBC;https://www.cnbc.com/quotes/MT
MTA;Metalla Royalty & Streaming Ltd. Common Shares;271009694.00;Brett Heath;;543 Granville St Suite 501 Vancouver, BC V6C 1X8 Canada;;;CNBC;https://www.cnbc.com/quotes/MTA
MTAL;MAC Copper Limited Ordinary Shares;836989645.00;;;3Rd Floor, 44 Esplanade, St Saint Helier JE4 9WG Jersey;;;CNBC;https://www.cnbc.com/quotes/MTAL
MTB;M&T Bank Corporation Common Stock;28802998397.00;Rene Jones;;C/O Legal, One M&T Plaza Buffalo, NY 14203 United States;;;CNBC;https://www.cnbc.com/quotes/MTB
MTB^H;M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock Series H;;Rene Jones;;C/O Legal, One M&T Plaza Buffalo, NY 14203 United States;;;CNBC;https://www.cnbc.com/quotes/MTB
MTB^J;M&T Bank Corporation Depositary Shares each representing a 1/400th ownership interest in a share of Perpetual 7.500% Non-Cumulative Preferred Stock Series J;;Rene Jones;;C/O Legal, One M&T Plaza Buffalo, NY 14203 United States;;;CNBC;https://www.cnbc.com/quotes/MTB
MTC;MMTec Inc. Common Shares;25816536.00;Xiangdong Wen;;Rm 608a Air China Cen Bldg 40 Xiaoyun Rd, Chaoyang District Beijing, BEJ 100027 China;;;CNBC;https://www.cnbc.com/quotes/MTC
MTCH;Match Group Inc. Common Stock;7163031656.00;;;8750 NORTH CENTRAL EXPRESSWAY SUITE 1400 Dallas, TX 75231 United States;;;CNBC;https://www.cnbc.com/quotes/MTCH
MTD;Mettler-Toledo International Inc. Common Stock;23154933194.00;;;1900 Polaris Pkwy Columbus, OH 43240-4035 United States;;;CNBC;https://www.cnbc.com/quotes/MTD
MTDR;Matador Resources Company Common Stock;5433799176.00;Joseph Foran;;STE. 1500, 5400 LBJ FREEWAY Dallas, TX 75240 United States;;;CNBC;https://www.cnbc.com/quotes/MTDR
MTEK;Maris-Tech Ltd. Ordinary Shares;16446144.00;;;2 Yitzhak Modai Street Rehovot 7608804 Israel;;;CNBC;https://www.cnbc.com/quotes/MTEK
MTEKW;Maris-Tech Ltd. Warrants;1836220.00;;;2 Yitzhak Modai Street Rehovot 7608804 Israel;;;CNBC;https://www.cnbc.com/quotes/MTEKW
MTEN;Mingteng International Corporation Inc. Ordinary Shares;86726128.00;Yingkai Xu;;Lvhua Village Luoshe Town, Huishan District Wuxi, JNG 214189 China;;;CNBC;https://www.cnbc.com/quotes/MTEN
MTEX;Mannatech Incorporated Common Stock;18058835.00;;;1410 Lakeside Parkway, Suite 200 Flower Mound, TX 75028 United States;;;CNBC;https://www.cnbc.com/quotes/MTEX
MTG;MGIC Investment Corporation Common Stock;6170998884.00;;;250 E Kilbourn Ave Milwaukee, WI 53202-3102 United States;;;CNBC;https://www.cnbc.com/quotes/MTG
MTH;Meritage Homes Corporation Common Stock;4612939426.00;;;18655 North Claret Drive, Suite 400 Scottsdale, AZ 85255 United States;;;CNBC;https://www.cnbc.com/quotes/MTH
MTLS;Materialise NV American Depositary Shares;299470633.00;;;Technologielaan 15 Leuven (louvain) 3001 Belgium;;;CNBC;https://www.cnbc.com/quotes/MTLS
MTN;Vail Resorts Inc. Common Stock;5515191106.00;;;390 Interlocken Crescent, Suite 1000 Broomfield, CO 80021 United States;;;CNBC;https://www.cnbc.com/quotes/MTN
MTNB;Matinas Biopharma Holdings Inc. Common Stock;4130632.00;Jerome Jabbour J.D.;;Suite 302, 1545 Route 206 South Bedminster, NJ 07921 United States;;;CNBC;https://www.cnbc.com/quotes/MTNB
MTR;Mesa Royalty Trust Common Stock;9317950.00;;;Bny Mellon Trust Company N.A., 601 Travis Street, Floor 16 Houston, TX 77002 United States;;;CNBC;https://www.cnbc.com/quotes/MTR
MTRN;Materion Corporation;1596245446.00;;;6070 Parkland Blvd Mayfield Heights, OH 44124-4191 United States;;;CNBC;https://www.cnbc.com/quotes/MTRN
MTRX;Matrix Service Company Common Stock;334915353.00;John Hewitt;;15 East 5Th Street, Suite 1100 Tulsa, OK 74103 United States;;;CNBC;https://www.cnbc.com/quotes/MTRX
MTSI;MACOM Technology Solutions Holdings Inc. Common Stock;9048137314.00;Stephen Daly;;100 Chelmsford St Lowell, MA 01851-2620 United States;;;CNBC;https://www.cnbc.com/quotes/MTSI
MTSR;Metsera Inc. Common Stock;2868016187.00;;;3 World Trade Center 175 Greenwich Street New York, NY 10007 United States;;;CNBC;https://www.cnbc.com/quotes/MTSR
MTUS;Metallus Inc. Common Shares;516886196.00;;;1835 Dueber Avenue Sw Canton, OH 44706-0928 United States;;;CNBC;https://www.cnbc.com/quotes/MTUS
MTVA;MetaVia Inc. Common Stock;15451816.00;;;545 Concord Avenue, Suite 210 Cambridge, MA 02138 United States;;;CNBC;https://www.cnbc.com/quotes/MTVA
MTW;Manitowoc Company Inc. (The) Common Stock;366130973.00;;;11270 West Park Place, Suite 10000 Milwaukee, WI 53224 United States;;;CNBC;https://www.cnbc.com/quotes/MTW
MTX;Minerals Technologies Inc. Common Stock;1844908248.00;Douglas Dietrich;;622 3rd Ave New York, NY 10017-6707 United States;;;CNBC;https://www.cnbc.com/quotes/MTX
MTZ;MasTec Inc. Common Stock;12028724542.00;;;800 S. Douglas Road, 12th Floor Coral Gables, FL 33134 United States;;;CNBC;https://www.cnbc.com/quotes/MTZ
MU;Micron Technology Inc. Common Stock;104347653289.00;Sanjay Mehrotra;;8000 S FEDERAL WAY PO Box 6 Boise, ID 83716-9632 United States;;;CNBC;https://www.cnbc.com/quotes/MU
MUA;Blackrock MuniAssets Fund Inc Common Stock;1509939081.00;;;100 Bellevue Pkwy Wilmington, DE 19809 United States;;;CNBC;https://www.cnbc.com/quotes/MUA
MUC;Blackrock MuniHoldings California Quality Fund Inc.  Common Stock;1524815328.00;;;100 Bellevue Pkwy Wilmington, DE 19809 United States;;;CNBC;https://www.cnbc.com/quotes/MUC
MUE;Blackrock MuniHoldings Quality Fund II Inc. Common Stock;1419193973.00;;;100 Bellevue Pkwy Wilmington, DE 19809 United States;;;CNBC;https://www.cnbc.com/quotes/MUE
MUFG;Mitsubishi UFJ Financial Group Inc. Common Stock;158786674878.00;;;1-4-5, Marunouchi Chiyoda-ku, TKY 100-0005 Japan;;;CNBC;https://www.cnbc.com/quotes/MUFG
MUJ;Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock;1611097561.00;;;100 Bellevue Pkwy Wilmington, DE 19809 United States;;;CNBC;https://www.cnbc.com/quotes/MUJ
MULN;Mullen Automotive Inc.;7134343.00;David Michery;;1405 PIONEER STREET Brea, CA 92821 United States;;;CNBC;https://www.cnbc.com/quotes/MULN
MUR;Murphy Oil Corporation Common Stock;2981338535.00;;;9805 Katy Fwy, Suite G-200 Houston, TX 77024 United States;;;CNBC;https://www.cnbc.com/quotes/MUR
MURA;Mural Oncology plc Ordinary Shares ;47489423.00;;;10 Earlsfort Terrace Dublin D02 T380 Ireland;;;CNBC;https://www.cnbc.com/quotes/MURA
MUSA;Murphy USA Inc. Common Stock;8771798539.00;;;200 Peach Street El Dorado, AR 71730-5836 United States;;;CNBC;https://www.cnbc.com/quotes/MUSA
MUX;McEwen Mining Inc. Common Stock;429741853.00;Robert Mcewen;;Suite 2800, 150 King Street West, P.O. Box 24 Toronto, ON M5H 1J9 Canada;;;CNBC;https://www.cnbc.com/quotes/MUX
MVBF;MVB Financial Corp. Common Stock;246510142.00;;;301 Virginia Ave Fairmont, WV 26554-2777 United States;;;CNBC;https://www.cnbc.com/quotes/MVBF
MVF;Blackrock MuniVest Fund Inc. Common Stock;992245682.00;;;100 Bellevue Pkwy Wilmington, DE 19809 United States;;;CNBC;https://www.cnbc.com/quotes/MVF
MVIS;MicroVision Inc. Common Stock;266709862.00;;;18390 Ne 68Th Street Redmond, WA 98052 United States;;;CNBC;https://www.cnbc.com/quotes/MVIS
MVO;MV Oil Trust Units of Beneficial Interests;66757500.00;;;601 Travis Street, Floor 16 Houston, TX 77002 United States;;;CNBC;https://www.cnbc.com/quotes/MVO
MVST;Microvast Holdings Inc. Common Stock;1294858728.00;Yang Wu;;12603 Southwest Freeway, Suite 300 Stafford, TX 77477 United States;;;CNBC;https://www.cnbc.com/quotes/MVST
MVSTW;Microvast Holdings Inc. Warrants;113869486.00;Yang Wu;;12603 Southwest Freeway, Suite 300 Stafford, TX 77477 United States;;;CNBC;https://www.cnbc.com/quotes/MVSTW
MVT;Blackrock MuniVest Fund II Inc.  Common Stock;1503988582.00;;;100 Bellevue Pkwy Wilmington, DE 19809 United States;;;CNBC;https://www.cnbc.com/quotes/MVT
MWA;MUELLER WATER PRODUCTS Common Stock;3849567010.00;;;1200 Abernathy Rd, Ne, Suite 1200 Atlanta, GA 30328 United States;;;CNBC;https://www.cnbc.com/quotes/MWA
MWG;Multi Ways Holdings Limited Ordinary Shares;9236580.00;Eng Hock Lim;;3E Gul Circle Singapore 629633 Singapore;;;CNBC;https://www.cnbc.com/quotes/MWG
MWYN;Marwynn Holdings Inc. Common stock;151269015.00;Yin Yan;;12 Chrysler Unit C Irvine, CA 92618 United States;;;CNBC;https://www.cnbc.com/quotes/MWYN
MX;Magnachip Semiconductor Corporation Common Stock;132714066.00;;;891 Daechi-dong, Kangnam-gu Seoul 06280 South Korea;;;CNBC;https://www.cnbc.com/quotes/MX
MXC;Mexco Energy Corporation Common Stock;14015100.00;Nicholas Taylor;;415 West Wall Street, Suite 475 Midland, TX 79701 United States;;;CNBC;https://www.cnbc.com/quotes/MXC
MXCT;MaxCyte Inc. Common Stock;232837585.00;;;9713 KEY WEST AVENUE,, SUITE 400 Rockville, MD 20850 United States;;;CNBC;https://www.cnbc.com/quotes/MXCT
MXE;Mexico Equity and Income Fund Inc. (The) Common Stock;0.00;;;c/o Equiniti Trust Company LLC 6201 15th Avenue Brooklyn, NY 11219 United States;;;CNBC;https://www.cnbc.com/quotes/MXE
MXF;Mexico Fund Inc. (The) Common Stock;0.00;;;6700 Alexander Bell Drive, Suite 200 Columbia, MD 21046 United States;;;CNBC;https://www.cnbc.com/quotes/MXF
MXL;MaxLinear Inc. Common Stock;999345097.00;Kishore Seendripu Ph.D.;;5966 La Place Ct. Carlsbad, CA 92008 United States;;;CNBC;https://www.cnbc.com/quotes/MXL
MYD;Blackrock MuniYield Fund Inc.  Common Stock;1486137085.00;;;100 Bellevue Parkway Wilmington, DE 19809 United States;;;CNBC;https://www.cnbc.com/quotes/MYD
MYE;Myers Industries Inc. Common Stock;450830429.00;;;1293 S MAIN ST Akron, OH 44301 United States;;;CNBC;https://www.cnbc.com/quotes/MYE
MYFW;First Western Financial Inc. Common Stock;205481387.00;Scott Wylie;;1900 Sixteenth St, #1200 Denver, CO 80202 United States;;;CNBC;https://www.cnbc.com/quotes/MYFW
MYGN;Myriad Genetics Inc. Common Stock;360413568.00;;;322 North 2200 West Salt Lake City, UT 84116 United States;;;CNBC;https://www.cnbc.com/quotes/MYGN
MYI;Blackrock MuniYield Quality Fund III Inc Common Stock;1544154449.00;;;100 Bellevue Pkwy Wilmington, DE 19809 United States;;;CNBC;https://www.cnbc.com/quotes/MYI
MYN;Blackrock MuniYield New York Quality Fund Inc.Common Stock;0.00;;;100 Bellevue Pkwy Wilmington, DE 19809 United States;;;CNBC;https://www.cnbc.com/quotes/MYN
MYND;Mynd.ai Inc. American Depositary Shares;38800615.00;;;4/F,29 Building, Fangguyuan Section 1, Fangzhuang, Fengtai District Beijing, BEJ 100078 China;;;CNBC;https://www.cnbc.com/quotes/MYND
MYNZ;Mainz Biomed N.V. Ordinary Shares;6381591.00;Guido Baechler;;Sirius Gutenberg Park Robert-Koch-Strasse 50 Mainz 55129 Germany;;;CNBC;https://www.cnbc.com/quotes/MYNZ
MYO;Myomo Inc. Common Stock;111894447.00;Paul Gudonis;;137 Portland Street, 4Th Floor Boston, MA 02114 United States;;;CNBC;https://www.cnbc.com/quotes/MYO
MYPS;PLAYSTUDIOS Inc.  Class A Common Stock;176368393.00;Andrew Pascal;;10150 Covington Cross Drive Las Vegas, NV 89144 United States;;;CNBC;https://www.cnbc.com/quotes/MYPS
MYPSW;PLAYSTUDIOS Inc. Warrant;2138936.00;Andrew Pascal;;10150 Covington Cross Drive Las Vegas, NV 89144 United States;;;CNBC;https://www.cnbc.com/quotes/MYPSW
MYRG;MYR Group Inc. Common Stock;2443449300.00;;;12121 Grant Street, Suite 610 Thornton, CO 80241 United States;;;CNBC;https://www.cnbc.com/quotes/MYRG
MYSZ;My Size Inc. Common Stock;3785753.00;Ronen Luzon;;Yarden 4 st., P.O.B. 1026 Airport city Ness-ziona 7019900 Israel;;;CNBC;https://www.cnbc.com/quotes/MYSZ
NA;Nano Labs Ltd Class A Ordinary Shares;105999226.00;Jianping Kong;;30 Floor, Dicara Silver Center, No.29 Jiefang East Rd, Jianggan Hangzhou, ZHJ 310000 China;;;CNBC;https://www.cnbc.com/quotes/NA
NAAS;NaaS Technology Inc. American Depositary Shares;7203371.00;;;Newlink Center, Area G, Bldg. 7 Huitong, Times Square, No.1 Yaojiayuan South Rd Beijing, BEJ 100024 China;;;CNBC;https://www.cnbc.com/quotes/NAAS
NABL;N-able Inc. Common Stock;1459539610.00;;;1209 Orange Street Wilmington, DE 19801 United States;;;CNBC;https://www.cnbc.com/quotes/NABL
NAC;Nuveen California Quality Municipal Income Fund;0.00;;;155 Federal St Ste 700 Boston, MA 02110-1727 United States;;;CNBC;https://www.cnbc.com/quotes/NAC
NAD;Nuveen Quality Municipal Income Fund Common Stock;0.00;;;333 W Wacker Dr Chicago, IL 60606 United States;;;CNBC;https://www.cnbc.com/quotes/NAD
NAGE;Niagen Bioscience Inc. Common Stock;778244261.00;;;10900 Wilshire Blvd Suite 600 Los Angeles, CA 90024 United States;;;CNBC;https://www.cnbc.com/quotes/NAGE
NAII;Natural Alternatives International Inc. Common Stock;20699308.00;Mark Ledoux J.D.;;1535 Faraday Avenue Carlsbad, CA 92008 United States;;;CNBC;https://www.cnbc.com/quotes/NAII
NAK;Northern Dynasty Minerals Ltd. Common Stock;543131824.00;;;14Th Floor, 1040 West Georgia Street Vancouver, BC V6E 4H8 Canada;;;CNBC;https://www.cnbc.com/quotes/NAK
NAKA;Kindly MD Inc. Common Stock;0.00;Timothy Pickett;;5097 South 900 East, Suite 100 Salt Lake City, UT 84117 United States;;;CNBC;https://www.cnbc.com/quotes/NAKA
NAKAW;Kindly MD Inc. Warrants;0.00;;;;;;;
NAMI;Jinxin Technology Holding Company American Depositary Shares;193479142.00;Jin Xu;;Shengyin Building Shengxia Road 666, Building D, Floor 8 Shanghai, SHA 201203 China;;;CNBC;https://www.cnbc.com/quotes/NAMI
NAMS;NewAmsterdam Pharma Company N.V. Ordinary Shares;1977086622.00;;;Gooimeer 2-35 Naarden 1411 DC Netherlands;;;CNBC;https://www.cnbc.com/quotes/NAMS
NAMSW;NewAmsterdam Pharma Company N.V. Warrant;899288123.00;;;Gooimeer 2-35 Naarden 1411 DC Netherlands;;;CNBC;https://www.cnbc.com/quotes/NAMSW
NAN;Nuveen New York Quality Municipal Income Fund Common Stock;3382913802.00;;;155 Federal St Ste 700 Boston, MA 02110-1727 United States;;;CNBC;https://www.cnbc.com/quotes/NAN
NAOV;NanoVibronix Inc. Common Stock;2895015.00;;;969 Pruitt Ave, Tyler, TX 77569 United States;;;CNBC;https://www.cnbc.com/quotes/NAOV
NAT;Nordic American Tankers Limited Common Stock;565374270.00;Herbjorn Hansson;;Swan Building, 26 Victoria Street Hamilton HM 12 Bermuda;;;CNBC;https://www.cnbc.com/quotes/NAT
NATH;Nathan's Famous Inc. Common Stock;414144678.00;;;One Jericho Plaza Jericho, NY 11753 United States;;;CNBC;https://www.cnbc.com/quotes/NATH
NATL;NCR Atleos Corporation Common Stock;1878227627.00;;;864 Spring Street Nw Atlanta, GA 30308 United States;;;CNBC;https://www.cnbc.com/quotes/NATL
NATR;Nature's Sunshine Products Inc. Common Stock;261865930.00;;;SUITE 100, 2500 WEST EXECUTIVE PARKWAY Lehi, UT 84043 United States;;;CNBC;https://www.cnbc.com/quotes/NATR
NAUT;Nautilus Biotechnolgy Inc. Common Stock;92353294.00;;;2701 Eastlake Ave East Seattle, WA 98102 United States;;;CNBC;https://www.cnbc.com/quotes/NAUT
NAVI;Navient Corporation Common Stock;1342681834.00;;;13865 SUNRISE VALLEY DRIVE Herndon, VA 20171 United States;;;CNBC;https://www.cnbc.com/quotes/NAVI
NAZ;Nuveen Arizona Quality Municipal Income Fund Common Stock;0.00;;;333 West Wacker Drive Chicago, IL 60606 United States;;;CNBC;https://www.cnbc.com/quotes/NAZ
NB;NioCorp Developments Ltd. Common Stock;93588300.00;Mark Smith;;7000 S Yosemite St Ste 115 Centennial, CO 80112-2004 United States;;;CNBC;https://www.cnbc.com/quotes/NB
NBB;Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest;0.00;;;333 West Wacker Drive Chicago, IL 60606 United States;;;CNBC;https://www.cnbc.com/quotes/NBB
NBBK;NB Bancorp Inc. Common Stock;680772034.00;Joseph Campanelli;;1063 Great Plain Avenue Needham, MA 02492 United States;;;CNBC;https://www.cnbc.com/quotes/NBBK
NBH;Neuberger Berman Municipal Fund Inc. Common Stock;0.00;;;1290 Avenue of the Americas New York, NY 10104-0101 United States;;;CNBC;https://www.cnbc.com/quotes/NBH
NBHC;National Bank Holdings Corporation Common Stock;1406930533.00;G. Timothy Laney;;7800 East Orchard Road, Suite 300 Greenwood Village, CO 80111 United States;;;CNBC;https://www.cnbc.com/quotes/NBHC
NBIS;Nebius Group N.V. Class A Ordinary Shares;9188619788.00;;;Gustav Mahlerlaan 300 Amsterdam 1082 ME Netherlands;;;CNBC;https://www.cnbc.com/quotes/NBIS
NBIX;Neurocrine Biosciences Inc. Common Stock;11893712248.00;;;6027 EDGEWOOD BEND COURT San Diego, CA 92130 United States;;;CNBC;https://www.cnbc.com/quotes/NBIX
NBN;Northeast Bank Common Stock;665847000.00;;;27 Pearl St Portland, ME 04101 United States;;;CNBC;https://www.cnbc.com/quotes/NBN
NBR;Nabors Industries Ltd.;411171660.00;Anthony Petrello J.D.;;Crown House, 4 Par-La-Ville Road Hamilton HM 08 Bermuda;;;CNBC;https://www.cnbc.com/quotes/NBR
NBTB;NBT Bancorp Inc. Common Stock;1964030968.00;;;52 S BROAD ST Norwich, NY 13815 United States;;;CNBC;https://www.cnbc.com/quotes/NBTB
NBTX;Nanobiotix S.A. American Depositary Shares;173525362.00;;;60 rue de Wattignies Paris 75012 France;;;CNBC;https://www.cnbc.com/quotes/NBTX
NBXG;Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock;0.00;;;1290 Avenue Of The Americas New York, NY 10104 United States;;;CNBC;https://www.cnbc.com/quotes/NBXG
NBY;NovaBay Pharmaceuticals Inc. Common Stock;3313491.00;;;2000 Powell St Ste 1150 Emeryville, CA 94608-1804 United States;;;CNBC;https://www.cnbc.com/quotes/NBY
NC;NACCO Industries Inc. Common Stock;264790985.00;;;22901 Millcreek Blvd, Suite 600 Cleveland, OH 44122 United States;;;CNBC;https://www.cnbc.com/quotes/NC
NCA;Nuveen California Municipal Value Fund;0.00;;;333 W Wacker Dr Chicago, IL 60606 United States;;;CNBC;https://www.cnbc.com/quotes/NCA
NCDL;Nuveen Churchill Direct Lending Corp. Common Stock;786903347.00;Kenneth Kencel;;375 Park Avenue, 9Th Floor New York, NY 10152 United States;;;CNBC;https://www.cnbc.com/quotes/NCDL
NCEW;New Century Logistics (BVI) Limited Ordinary Shares;23650000.00;Ching Shun Ngan;;Office A-E 33/F King Palace Plaza 55 King Yip Street Kowloon F4 0000 Hong Kong;;;CNBC;https://www.cnbc.com/quotes/NCEW
NCI;Neo-Concept International Group Holdings Limited Class A Ordinary Shares;7571232.00;Yuk Yin Siu;;10/F Seaview Centre 139-141 Hoi Bun Road, Kowloon Tong 0000 Hong Kong;;;CNBC;https://www.cnbc.com/quotes/NCI
NCIQ;Hashdex Nasdaq Crypto Index US ETF;119197720.00;;;;;;;
NCL;Northann Corp. Common Stock;32776765.00;Lin Li;;2251 Catawba River Rd Fort Lawn, SC 29714 United States;;;CNBC;https://www.cnbc.com/quotes/NCL
NCLH;Norwegian Cruise Line Holdings Ltd. Ordinary Shares;7738692512.00;;;7665 CORPORATE DRIVE Miami, FL 33126 United States;;;CNBC;https://www.cnbc.com/quotes/NCLH
NCMI;National CineMedia Inc. Common Stock;462091501.00;;;6300 S Syracuse Way Ste 300 Centennial, CO 80111-6723 United States;;;CNBC;https://www.cnbc.com/quotes/NCMI
